project,source,content,score,comments,"technical update, 
accidents, 
team and partnership update, 
changes in tokenomics, 
whale movement, 
regulation related to crypto industry
Roadmap Updates
Adoption Metrics
External Audits
Competitor Movements
Token Listings
Legal & Lawsuits"
DYDX,Discord,"@Verified 

As the potential mainnet release of the dYdX v4 open-source software – the dYdX Chain approaches, we are sharing an ""Update on the Potential Migration of DYDX from Ethereum to the dYdX Chain""❗ 

https://dydx.foundation/blog/update-on-exploring-the-future-of-dydx

The updates include -

🤝 The wethDYDX Smart Contract commissioned by the dYdX Foundation is complete.
In connection with a potential migration of DYDX from Ethereum (“ethDYDX”) to the dYdX Chain, the dYdX Foundation commissioned the development of two additional Ethereum smart contracts:
🧠GovernanceStrategyV2 smart contract, and
🌉TreasuryBridge smart contract.
🛡️ All three smart contracts have been audited by Peckshield.
📖 The dYdX Foundation published an overview of the Migration Smart Contracts in the dYdX governance documents.

Twitter: https://twitter.com/dydxfoundation/status/1701751355117912191
DYDX Token Migration docs: https://docs.dydx.community/dydx-token-migration/start-here/introduction",1,technical update,
DYDX,Discord,"@Verified 

Did you miss @0xCharles and @Hisashi Oki | dYdX Foundation at Korea Blockchain Week, last week?

Charles featured on a panel with Ran Yi Co-Founder Orderly Network and moderated by Ryan Kim founding partner Hashed 🎤

Charles also featured on a second panel at alongside;
🌌 Matthew Newton > Galaxy Digital
🕓 Steve Kim > Four Pillars
🧪 Yeongin Lee > Mysten Labs
📟 Joseph Lassen > CMT digital

After KBW @0xCharles is attending Token 2049 in Singapore 💡

Today he featured on a panel with;
Joseph Lim, Sunny Aggarwal, Diego Ferrer and Zaki Manian. 

Stay Tuned for panel recordings 🎥

Thread: https://twitter.com/dydxfoundation/status/1701628844761923855",0,marketing,
DYDX,Discord,"@Verified 

🚨 Governance Announcement🚨 

Someone has created a Snapshot poll to ""skip testnet round 3, and go live with BETA v4"". 

Note, the dYdX Foundation is discouraging participation in the Snapshot vote and warning the dYdX community to avoid interacting with the Eth address that created the Snapshot vote because:

(1) there are reports that the address (0xa2A55dB3C3504e1C98286b9AB7c89213f3570288) that created the Snapshot vote was used in a phishing scam, 
(2) the dYdX community has no control over the testnet for dYdX v4, and
(3) there was no discussion on the dYdX community forum and this proposal did not follow the Proposal Lifecycle.

The dYdX Foundation urges the dYdX ecosystem, community members and the general public to remain vigilant as we anticipate an increase in potential scams and phishing attacks.

https://snapshot.org/#/dydxgov.eth/proposal/0xd66ad333a767bf9bbdf9956a0ead27a065b48bc117eb5fd11ef63d275bb1aae4",1,tokenomics,
DYDX,Discord,"@Verified 

Another edition of the Weekly Recap 💡

Don’t miss the Weekly Recaps, every week the community is updated on; dYdX Ecosystem Developments, Events, Press and Media, Community Discussions and more.

🙌 dYdX Foundation shared the 2023 Semi-Annual Ecosystem Report.
Read the report👇 
https://twitter.com/dydxfoundation/status/1699710676950786514

🤔 dYdX created a thread deep-diving on IBC and why it matters 
 https://twitter.com/dYdX/status/1700198644572385548

🎤@0xCharles  interviewed on Cointelegraph 
Catch up on the interview
https://twitter.com/dydxfoundation/status/1700204740183748715

👀 dYdX announced the winding down of Testnet 2 
https://twitter.com/dYdX/status/1699870697646968860

If you want to participate in governance discussions and stay up to date with important governance updates, topics or proposals. 

Visit the forum 👉 https://dydx.forum/

View the thread👇
https://twitter.com/dydxfoundation/status/1701275227752185938
",1,roadmap,
DYDX,Discord,"@Verified 

🗳️ Amendments to the dYdX Operations Trust Instrument

The dYdX community has voted in support of amending the dYdX Operations Trust Instrument❗

✅~12M DYDX from 480 addresses
❌~5K DYDX from 46 addresses

https://snapshot.org/#/dydxgov.eth/proposal/0x46c40ddea980c824fd7787f9b73b6b1a842162dee8d155ad08a4d90a93dd333e

The proposal involved amending:

1️⃣ the Purposes section in the dYdX Trust Instrument to better reflect the DOT 2.0 mandate, and

2️⃣ the requirements within the dYdX Operations Trust Instrument, which now explicitly requires all Trustees to operate compliantly with all laws, regulations, and rules applicable to their duties and obligations.

DOT 2.0: https://dydx.community/dashboard/proposal/13
Trust Instrument: https://dydxopsdao.com/ops-subdao-structure-and-people",1,tokenomics,
DYDX,Discord,"@Verified 

@0xCharles recently interviewed with Ezra Reguerra from Cointelegraph at Korea Blockchain Week 🎤

In the interview Charles highlights that one of the issues faced by DEXs is the slow performance of on-chain order books. 

Charles goes on to mention, decentralized order books are a “new step forward”❗

“So, the architecture choice by dYdX engineers is to decentralize the order book, without adding it on-chain because it will be too slow. The decision was made to essentially host the order book within the memory of the validators”

Read the article to learn more 📖
https://cointelegraph.com/news/dydx-to-launch-decentralized-order-books-exchange-on-cosmos-kbw-2023",0,marketing,
DYDX,Discord,"@Verified 

Another week another Weekly Governance Recap 🦔🦔

As we edge closer to the potential launch of the dYdX Chain there’s plenty of interesting forum discussions 🧵👇

👀 dYdX Foundation presented the dYdX Semi-Annual Ecosystem Report 
Read the report 
https://dydx.forum/t/dydx-2023-semi-annual-ecosystem-report/1118

📖 There is new updates on a proposal Chaos Labs created, titled; ‘dYdX V4 Launch Incentives Proposal’
Review the updates
https://dydx.forum/t/dydx-v4-launch-incentives-proposal/1075/12

👩‍💻 @0xCLR  created a new report titled; ‘State of DYDX Finances Epoch 26’
Review the report 
https://dydx.forum/t/state-of-dydx-finances-epoch-26/1113

🙋🏼‍♂️ There are several new Validator introductions in the Validator section of the forum. 
Check out the new introductions 
https://dydx.forum/c/validators/6

If you want to participate in governance, engage in discussions and stay up to date with the latest forum topics
https://dydx.forum/

View the thread👇
https://twitter.com/dydxfoundation/status/1700201399718477824",1,roadmap,
DYDX,Discord,"@Verified 

🚨 Snapshot Reminder  🚨 

Voting is Live ❗ Less than 2 days to Vote❗

🗳️ Amend the dYdX Operations Trust Instrument ⁉️ 


🕟 Vote End: Sept 9 at 5:48 UTC

Vote 👇 
https://snapshot.org/#/dydxgov.eth/proposal/0x46c40ddea980c824fd7787f9b73b6b1a842162dee8d155ad08a4d90a93dd333e",1,tokenomics,
DYDX,Discord,"@Verified 

dYdX Foundation is excited to share the dYdX 2023 Semi-Annual Ecosystem Report 🎉

Despite the prolonged bear market, the Foundation has demonstrated an unwavering commitment towards building the future of finance and expanding the dYdX protocol ecosystem❗

The Ecosystem Report highlights:
🦔 About dYdX Foundation
🪙 $DYDX Token
⚖️ Governance 
🧬 dYdX DAO
⛓️ dYdX Chain
🌐 International Go-to-Market and Community

Among plenty more topics. 

We thank various contributors for their engaged participation and involvement in the ecosystem, and we thank the community for their continued support and involvement in shaping the future of dYdX 🙌

Read the blog post : https://dydx.foundation/blog/dydx-2023-semi-annual-ecosystem-report
Read the short version of the report : https://drive.google.com/file/d/1VK1s38yzWmcvHtI5oTsgVDORmN-157MB/view?usp=sharing
Thread **:** https://twitter.com/dydxfoundation/status/1699710676950786514 
",1,roadmap,
DYDX,Discord,"@Verified 

Epoch 26 has concluded and Epoch 27 has started, below we outline some of the most significant data points from Epoch 26 🦔🦔

✅ In Epoch 26 there were 1,932 Unique Depositors. $16B in Cumulative Volume and $1.1M in Open Interest. 
✅ Average Daily Volume ended at 538.4M and Ending Open Interest increased to $1.1B
✅ 6.1k unique wallets earned 2.157M $DYDX in Epoch 26.
✅ Net Deposits/Withdrawals ended with -$57.9M. Fee’s paid has finished at $4.1M. 

Forum Discussions;
1️⃣ Chaos Labs’ Launch Incentives Program Proposal for v4
https://dydx.forum/t/dydx-v4-launch-incentives-proposal/1075
2️⃣ A Take on Good Practices for dYdX Chain Validators and Stakers
https://dydx.forum/t/a-take-on-good-practices-for-dydx-chain-validators-and-stakers/978

Governance Discussions;
1️⃣ On September 1, 2023, the dYdX community almost unanimously supported the Snapshot vote to; V4 Adoption & DYDX Token Migration to dYdX Chain
https://snapshot.org/#/dydxgov.eth/proposal/0x17026e18317dc29fe745d3130246a83b1485612da9c97e7261e8f659cf33663c
2️⃣ @Callen | Wintermute on behalf of the @Operations subDAO created an on-chain vote; ‘Amendments to the dYdX Operations Trust Instrument’
Vote 👇
https://snapshot.org/#/dydxgov.eth/proposal/0x46c40ddea980c824fd7787f9b73b6b1a842162dee8d155ad08a4d90a93dd333e
3️⃣ On August 3, 2023, the proposal to reduce LP rewards by 50% from 1,150,685 $DYDX to 575,343 $DYDX per epoch was executed.
https://dydx.community/dashboard/proposal/14
4️⃣ The vote to extend @Grants subDAO v1.5 for up to 6 months passed
https://snapshot.org/#/dydxgov.eth/proposal/0xad51ba7f87aff4434e0587192c3c90c794f97bdb3a478d6a25ea259dccfadfd0

🙌 dYdX announced dYdX v3 pass $1 trillion in total trading volume 
👩‍💻 dYdX Foundation published a ‘Take on Good Practices for dYdX Chain Validators and Stakers'. Read the blog  👇
https://dydx.foundation/blog/good-practices-for-dydx-chain-validators-and-stakers

Link to the blog; https://dydx.foundation/blog/epoch-26-review
Link to Thread; https://twitter.com/dydxfoundation/status/1699098147358748838
Link to Download; https://drive.google.com/file/d/1DdXAi_43lftTuvEdc8eBsAEM1vRfZpg7/view",1,technical update,
ETHEREUM,Twitter,"We're still living off all the Translatathon magic 🪄✨ 

Check it out @LKropec's article about how was the first http://Ethereum.org online translation competition & the full list of prize winners on 
@ethereum's blog:
https://blog.ethereum.org/2023/09/20/ethereum-org-translatathon",0,marketing,
ETHEREUM,Twitter,"The @ethereum Foundation's ERC-4337 team is excited to announce our first official conference during 
@EFDevconnect - 4337: The Gathering!

Co-hosted with @AlchemyPlatform @etherspotand @BloctoApp📍 November 19, Istanbul
https://lu.ma/4337TheGathering",0,marketing,
ETHEREUM,Twitter,"About VDF @ethereum  ! Read carefully!!
https://ethresear.ch/t/statement-regarding-the-public-report-on-the-analysis-of-minroot/16670",0,marketing,
ETHEREUM,Twitter,"🚀 Devconnect September Updates 🚀
Discover the latest updates on our blog, including:

🦄 Reasons why you should attend Devconnect
🦄 A list of all events with open ticket sales and applications
🦄 All current updates Enjoy the read!
https://blog.ethereum.org/2023/09/18/devconnect-ist-updates",0,marketing,
ETHEREUM,Twitter,"It's been 6 years in the making, but Geth v1.13.0 - with proper state pruning - is *finally* released!

Faster, lighter and more robust than ever! Opt in via `--state.scheme=path` (needs a resync (keep ancients)).
https://blog.ethereum.org/2023/09/12/geth-v1-13-0",0,marketing,
ETHEREUM,Twitter,"We are delighted to announce the recipients of the 
@ethereum #AccountAbstraction grant round!

A total of 18 teams have already begun building a variety of projects focused on ERC-4337.
https://erc4337.mirror.xyz/hRn_41cef8oKn44ZncN9pXvY3VID6LZOtpLlktXYtmA",0,marketing,
ETHEREUM,Twitter,"After at least a year of development, we're pleased to announce the ""official"" release of the Ethereum Execution Layer Specification (or EELS):
https://blog.ethereum.org/2023/08/29/eel-spec
Big thanks to @guruka_math, @peter_t_davies, and everyone else who has contributed!",0,marketing,
ETHEREUM,Twitter,"📢 gm Ethereum journalists, and podcasters!

Deliver something new and meaningful.

Don't miss the significant event this year for connecting with the innovators building Ethereum - don't miss 
@EFDevconnect
You can inquire about a Cowork press pass here👇
https://forms.gle/se7hd5Sz5x8Lkoj87
",0,marketing,
ETHEREUM,Twitter,"GM friends. Maui urgently needs our help recovering from devastating wildfires.

Our Maui Emergency Response Fund is now live—with a $500,000 donation match offer.

You can help with a crypto, stock, DAF or card donation.",0,marketing,
ETHEREUM,Twitter,"Time to round up all the projects that received funding last quarter 🤠 Read all about ‘em in our Allocation Update: Q2 2023 blogpost!
https://blog.ethereum.org/2023/08/15/allocation-update-q2-23",0,marketing,
